userId,locationId,rating
159,2,5
159,21,2
159,36,5
159,25,1
159,38,4
159,30,1
159,29,0
159,35,4
159,14,0
159,39,2
159,38,1
160,32,4
160,6,0
160,38,2
160,30,4
160,35,3
160,20,2
160,34,4
160,12,5
160,15,5
160,39,5
160,8,0
160,35,0
160,7,2
161,36,5
161,19,5
161,34,5
161,16,4
161,34,2
161,39,2
161,27,1
161,22,5
161,3,0
161,34,3
161,8,5
161,13,5
161,26,5
161,37,4
161,23,2
162,32,3
162,26,3
162,19,1
162,26,5
162,35,3
162,35,4
162,33,3
162,25,1
162,28,4
162,4,1
162,12,2
162,1,0
162,16,5
162,23,4
162,23,0
163,6,2
163,10,1
163,18,3
163,21,3
163,12,4
163,3,4
163,28,2
163,23,1
163,39,1
163,4,2
164,29,4
164,14,3
164,33,4
164,37,4
164,13,3
164,14,4
164,9,1
164,34,5
164,10,3
164,23,1
164,5,1
164,19,5
164,6,2
164,19,3
165,17,0
165,23,5
165,3,5
165,31,5
165,34,3
165,14,3
165,4,3
165,30,0
165,18,3
165,17,2
165,34,5
165,6,1
165,37,2
166,38,4
166,32,0
166,22,2
166,30,5
166,9,3
166,9,0
166,16,4
166,18,4
166,26,2
166,18,1
166,6,2
166,29,3
166,6,3
166,28,5
167,4,4
167,13,4
167,31,0
167,37,0
167,4,2
167,39,0
167,17,1
167,8,3
167,13,2
167,27,3
167,19,1
167,33,0
167,31,4
167,3,1
168,12,5
168,17,5
168,2,3
168,37,5
168,26,1
168,18,1
168,16,4
168,28,1
168,9,3
168,30,4
168,8,4
168,6,4
168,40,3
169,30,0
169,3,5
169,38,5
169,38,3
169,39,1
169,34,4
169,12,2
169,14,0
169,30,4
169,7,3
169,26,4
169,27,5
169,33,3
170,38,2
170,5,1
170,18,5
170,29,4
170,4,1
170,24,4
170,30,5
170,33,1
170,14,0
170,37,2
170,9,2
170,17,4
170,24,0
170,13,2
171,11,3
171,6,4
171,19,5
171,15,0
171,37,4
171,15,4
171,30,1
171,3,0
171,13,0
171,28,2
171,37,1
171,7,4
171,24,0
171,11,1
172,21,1
172,14,4
172,27,4
172,7,5
172,2,2
172,36,0
172,19,2
172,31,1
172,7,0
172,18,2
172,30,0
172,4,3
172,3,4
172,13,0
173,10,5
173,29,5
173,13,4
173,22,2
173,15,5
173,34,4
173,20,5
173,31,3
173,30,3
173,36,0
173,34,0
173,27,3
173,32,3
174,25,3
174,8,2
174,4,3
174,14,3
174,24,5
174,4,0
174,19,1
174,9,1
174,38,5
174,27,2
174,40,3
174,1,4
174,30,1
174,9,5
175,22,3
175,11,2
175,6,5
175,21,4
175,30,1
175,20,3
175,9,5
175,31,0
175,38,5
175,3,1
175,29,5
175,39,4
175,17,4
175,11,4
176,25,4
176,8,4
176,20,0
176,4,5
176,11,2
176,29,3
176,39,4
176,20,4
176,13,2
176,28,0
176,32,4
176,4,3
176,5,5
176,1,0
177,32,5
177,20,2
177,37,2
177,2,2
177,37,5
177,14,4
177,33,1
177,33,0
177,13,2
177,6,4
177,19,4
177,20,1
177,18,3
177,34,0
178,11,0
178,30,1
178,39,4
178,24,5
178,18,2
178,19,1
178,20,0
178,22,4
178,2,4
178,40,3
178,22,3
178,37,5
178,8,4
179,2,5
179,16,4
179,5,3
179,38,4
179,37,3
179,28,3
179,6,1
179,28,1
179,16,1
179,16,2
179,5,5
179,7,3
179,10,0
179,33,0
179,14,1
180,14,4
180,17,5
180,29,0
180,39,3
180,17,3
180,40,5
180,6,2
180,12,1
180,18,3
180,6,3
180,29,4
180,8,0
180,21,2
181,26,0
181,8,5
181,27,2
181,18,3
181,40,2
181,36,3
181,16,2
181,30,1
181,23,2
181,7,2
181,28,4
181,22,4
181,12,3
181,29,4
182,39,2
182,11,2
182,8,0
182,4,5
182,21,0
182,18,4
182,19,5
182,8,5
182,1,0
182,15,2
183,11,0
183,5,2
183,29,0
183,27,1
183,14,4
183,13,2
183,26,3
183,35,1
183,35,5
183,24,1
183,18,2
183,25,0
183,3,1
183,31,5
183,32,5
184,16,3
184,16,1
184,13,4
184,10,4
184,24,3
184,21,0
184,15,5
184,33,1
184,19,3
184,26,3
184,30,4
184,25,4
184,18,2
185,31,1
185,32,1
185,12,3
185,24,5
185,27,2
185,23,2
185,6,3
185,8,0
185,27,3
185,25,2
185,24,3
185,22,2
185,3,1
185,13,4
185,29,2
186,29,3
186,1,4
186,25,3
186,32,5
186,26,2
186,22,2
186,26,4
186,14,0
186,6,5
186,2,1
186,22,5
186,14,4
186,27,4
186,23,3
187,18,0
187,20,4
187,23,4
187,20,5
187,39,5
187,11,5
187,32,2
187,21,4
187,21,0
187,7,0
187,1,5
187,27,2
187,4,4
188,29,0
188,32,3
188,12,5
188,17,1
188,31,2
188,36,2
188,6,3
188,39,5
188,3,4
188,33,2
188,21,5
188,10,3
188,19,2
189,3,2
189,18,0
189,5,4
189,23,3
189,21,0
189,20,1
189,1,1
189,6,1
189,9,1
189,4,1
189,20,2
189,7,5
189,25,2
189,10,1
189,4,3
190,28,4
190,31,3
190,13,5
190,15,0
190,13,2
190,26,2
190,26,5
190,32,2
190,18,1
190,35,0
190,10,4
190,39,1
191,13,4
191,21,1
191,20,4
191,40,0
191,39,2
191,6,3
191,18,5
191,4,0
191,33,3
191,38,3
191,30,0
191,1,1
191,12,1
191,1,2
192,24,1
192,9,3
192,17,0
192,15,3
192,33,0
192,28,5
192,30,1
192,5,3
192,34,5
192,16,3
192,36,0
192,2,3
192,9,2
193,2,4
193,5,0
193,25,2
193,13,2
193,3,0
193,37,4
193,23,4
193,7,5
193,13,5
193,36,0
193,16,0
193,31,4
194,33,0
194,32,5
194,32,0
194,30,5
194,7,5
194,25,2
194,36,4
194,16,5
194,11,0
194,11,3
194,34,2
194,13,2
194,12,1
194,4,5
194,11,1
195,33,2
195,4,4
195,13,4
195,25,5
195,25,0
195,3,2
195,20,5
195,24,4
195,36,2
195,6,4
195,23,5
195,22,3
196,1,0
196,22,0
196,13,5
196,26,0
196,32,5
196,26,5
196,24,3
196,18,1
196,33,5
196,36,2
196,9,4
196,35,4
196,6,3
197,14,1
197,22,0
197,12,1
197,23,2
197,19,4
197,7,4
197,16,4
197,19,0
197,29,5
197,24,3
197,12,2
197,4,4
197,36,3
197,39,5
197,29,4
198,9,1
198,31,4
198,6,5
198,13,0
198,39,5
198,29,4
198,27,2
198,24,0
198,12,4
198,20,3
198,25,2
198,32,1
198,35,1
198,29,0
198,29,2
199,33,5
199,21,5
199,22,0
199,12,5
199,20,3
199,22,1
199,9,2
199,18,1
199,19,4
199,17,5
199,29,0
199,28,1
199,30,5
199,17,2
199,38,5
200,31,4
200,38,2
200,1,4
200,1,1
200,15,2
200,13,0
200,40,3
200,38,4
200,34,2
200,2,5
200,4,3
200,10,2
200,13,3
200,12,3
