id,name,location,description,rating,imageUrl
94,Đồi hoa Miền Viên Thảo,Quảng Trị,"Nổi bật với cánh đồng hoa rực rỡ và nở rộ quanh năm. Thời tiết ở đây cực kỳ mát mẻ nên việc trồng hoa khá thuận lợi. Địa điểm du lịch Quảng Trị có đủ hoa hồng, cúc họa mi, hoa cải vàng. Đặc biệt, nếu bạn yêu thích hoa tam giác mạch thì không thể bỏ hoa Miền Viên Thảo. ",4.3,http://surl.li/cidfnv
95,Đỉnh Cu Vơ,Quảng Trị,"Rất thích hợp cho nhóm bạn đi phượt. Cực kì thu hút các bạn trẻ đến để săn mây. Vào buổi sáng sớm, đứng ở ngọn núi, mở ra trước mắt bạn là những tầng mây trắng. Khoảnh khắc ánh nắng mặt trời rọi xuống thực sự đẹp biết bao.",,http://surl.li/yoyuch
96,Chợ nổi Ngã Năm,Sóc Trăng,"bày bán đủ các loại mặt hàng từ thực phẩm cho đến nhu yếu phầm. Đặc biệt hơn hết, không thể không nhắc đến các ghe/ xuồng đầy ắp các loại trái cây nhiệt 
đới đặc trưng tùy mùa.",4,http://surl.li/sgckjk
97,Chùa Dơi,Sóc Trăng,"Kiến trúc của ngôi chùa này được xem là tiêu biểu của Phật giáo Nam tông Khmer, chùa được xây dựng vào thế kỷ 16 nhưng cho đến nay toàn bộ công trình còn giữ được tình trạng tốt và vẫn là nơi sinh hoạt tôn giáo mang ý nghĩa quan trọng của người dân trong vùng. Điều Đặc biệt khi đi đây là du khách sẽ thấy hàng nghìn con dơi khá lớn treo mình trên cây trong khuôn viên chùa giống như chúng đã quen thuộc với nơi này vậy",4.5,http://surl.li/tkcaxe
98,Vườn cò Tân Long,Sóc Trăng,Với quang cảnh thiên nhiên hoang sơ và hệ sinh thái động thực vật đa dạng. Đặc biệt là các giống loài cò quý hiếm.,4.2,http://surl.li/acmlvm
99,Biển Hồ Bể,Sóc Trăng,"Khu vực này được hình thành do sự bãi bồi và quá trình xâm lấn của nước biển, làm nên một vùng hồ trũng rộng lớn. Bãi biển
 hồ này còn được thiên nhiên ưu ái bằng một bờ cát trắng dài hàng cây số. Do chưa đưa vào khai thác du lịch mạnh, bãi biển vẫn giữ được nét hoang sơ, tự nhiên vốn có mang lại sự yên bình, tự do cho du khách",4.3,http://surl.li/urzgei
100,Chùa Som Rong,Sóc Trăng,"Là một nơi đặc biệt quan trọng không chỉ do tín ngưỡng tôn giáo, mà còn do ngôi chùa này có một thư viện lớn với hơn 1500 đầu sách, phục vụ cho các bạn thiếu nhi, bà con tại nơi này. Ngôi bảo tháp được phủ một màu xám huyền bí thay vì màu vàng thường gặp; Pho tượng phật nằm dài hơn 63 mét, cao hơn mặt đất khoảng 28 mét, cộng thêm chiều cao 22 mét khiến cho pho tượng vô cùng uy nghi; chùa Som Rong thường được nhiều khách du lịch lựa chọn ghé thăm",4.5,http://surl.li/btdhtl
101,Mộc Châu,Sơn La,"với đặc sản là những mùa hoa ban, hoa anh đào, hoa mận, hoa cải vàng… tràn ngập hương sắc. Mộc Châu cũng là cái tên kinh điển nhất khi nhắc đến du lịch vùng Tây Bắc với cung đường phượt đẹp như tranh vẽ",4.5,http://surl.li/dzxuss
102,Ngũ động bản Ông,Sơn La,"Đây là hệ thống gồm 5 hang động được người dân địa phương phát hiện lần đầu tiên vào năm 2006. Vì tại đây chưa có nhiều dịch vụ du lịch nên những hang động vẫn giữ được vẻ đẹp hoang sơ, huyền bí. Bên trong hang được điểm xuyến bởi những khối đá nhũ thạch khổng lồ với hình thù độc đáo.",4.5,http://surl.li/pdnwji
103,Rừng thông bản Áng ,Sơn La,"Khu rừng có tổng diện tích lên đến 43ha với bầu không khí trong lành và khung cảnh thông xanh trập trùng trông rất mát mắt. 
Bạn có thể trải nghiệm cắm trại qua đêm tại rừng thông bản Áng để thỏa sức hít thở khí trời se lạnh và đón mình bình.",4.3,http://surl.li/piwwef
104,Thác Dải Yếm,Sơn La,"Thác cao hơn 100m, chia thành 2 tầng chính. Trong đó tầng thứ nhất có tổng cộng 9 bậc, tầng thứ hai có 5 bậc. Vào độ từ tháng 4 đến tháng 10 hàng năm, khi lượng nước đổ về nhiều sẽ tạo nên những dòng chạy mạnh mẽ, tung bọt trắng xóa rất đẹp mắt",4.6,http://surl.li/uvrsec
105,Đỉnh Tà Xua,Sơn La,"Từ trên đỉnh, bạn có thể phóng tầm mắt chiêm ngưỡng khung cảnh hùng vĩ xung quanh với những dải ruộng bậc thang xanh mướt, thấp thoáng xa xa là mái lá khói bếp, tay có thể chạm đến mây trời.",4.8,http://surl.li/hpreeq
106,Núi Bà Đen,Tây Ninh,"núi Bà Đen còn được biết đến như “nóc nhà” của Nam Bộ với đỉnh cao nhất là 986 m, diện tích 24 km², Nếu yêu thích vẻ đẹp bao la của đất trời, muốn chiêm ngưỡng cảnh đẹp từ trên cao thì có thể lựa chọn di chuyển bằng cáp treo từ chân núi lên đỉnh núi.",4.5,http://surl.li/zaoqyj
107,Tòa thánh Tây Ninh,Tây Ninh,"Tòa thánh chính là địa điểm du lịch Tây Ninh dành cho những dân phượt muốn tìm hiểu về nét văn hóa và nét kiến trúc tiêu biểu tại nơi đây, Phong cách thiết kế của công trình vô cùng độc đáo, các chi tiết được trạm trổ hoa văn kỳ công và mang nhiều nét biểu tượng cho văn hóa mảnh đất này.",4.7,http://surl.li/wqpvnz
108,Hồ Dầu Tiếng,Tây Ninh,"Hồ Dầu Tiếng được xây dựng với mục đích cung cấp nước cho sinh hoạt, ngoài ra nơi đây còn là điểm du lịch vô cùng hot với phong cảnh êm đềm, thơ mộng tựa như trong chuyện cổ tích. Bạn sẽ được thả hồn vào khung cảnh thiên nhiên tuyệt đẹp với non nước hữu tình, mây trời hiền hòa, sắc xanh bạt ngàn của màu nước và màu trời. Những ghềnh đá nhấp nhô quanh ốc đảo trên hồ chính là điểm dừng chân và cũng là background tuyệt đẹp cho bạn để sống ảo.",4,http://surl.li/lftayu
109,Tháp Chóp Mạt ,Tây Ninh,"Tòa tháp này có kiến trúc rất đặc biệt đó chính là được xây dựng nhỏ dần lên phía trên nhưng lại không hề có đỉnh chóp. Người Óc Eo rất khéo léo và thông minh khi xây dựng công trình, họ không hề chút xi măng nào làm vật liệu kết dính. Khi đến đây tham quan, du khách có thể thoải mái check in tại một không gian vô cùng yên bình và mang nét hoài cổ của địa điểm du lịch Tây Ninh này. ",4,http://surl.li/wnvrio
110,Vườn quốc gia Lò Gò -  Xa Mát,Tây Ninh,"tới đây, du khách có thể ngắm nhìn các loài động, thực vật quý hiếm mà bạn khó có cơ hội được nhìn ngắm ngoài đời. Có rất nhiều những loài động vật quý hiếm được liệt kê vào sách đỏ. Ngoài ra, du khách cũng có thể trải nghiệm rất nhiều những hoạt động như đạp xe xuyên rừng, khám phá rừng bằng đường sông,…",4,http://surl.li/mobftk
111,Chùa Keo,Thái Bình,Chùa Keo ở Thái Bình được xếp hạng là ngôi chùa cổ đẹp nhất tại Việt Nam. Chùa được xây dựng theo kiến trúc cổ kín từ thời nhà Lê. Chính vì lẽ đó mà chùa Keo được xem là một trong những địa điểm check-in Thái Bình mà bạn nhất định phải đến tham quan.,4.5,http://surl.li/ivqjww
112,Bãi biển Đồng Châu,Thái Bình,"Còn giữ nguyên vẻ đẹp hoang sơ thì hãy đến với bãi biển Đồng Châu. Với bờ cát trải dài 5km ôm lấy mặt biển mênh mông, xanh mướt đã vẻ nên một địa điểm du lịch độc đáo tại Bắc Trung Bộ. hững chiếc chòi canh nhấp nhô trên mặt nước tạo nên cảnh sắt thật là hữu tình.",3.5,http://surl.li/sbizem
113,Bãi biển Cồn Đen,Thái Bình,"hình ảnh đẹp nhất của biển và sự hoang sơ của khu rừng nguyên sinh. Đặc biệt, vào thời điểm bình minh và hoàng hôn thì vẻ đẹp nơi đây lại trở nên quyến rũ đến kỳ lạ, lúc này cũng là khoảnh khắc được nhiều người săn đón nhất. Với vẻ đẹp trong lành từ không khí cho đến mặt nước biển trong xanh cùng bãi cát trắng thì đây đích thị là một background cực xịn",4,http://surl.li/yjhohk
114,Nhà thờ Bác Trạch,Thái Bình,"Đây chính là một trong những nhà thờ lớn nhất Việt Nam hiện nay với hoa văn trang trí công phu theo lối kiến trúc Roman. 
Với vẻ đẹp này chắc chắn nhà thờ Bác Trạch là một địa điểm check-in Thái Bình độc đáo dành cho bạn.",4.5,http://surl.li/vgxrod
115,Làng dệt chiếu Hới,Thái Bình,"Nổi tiếng với những làng nghề truyền thống gần hàng trăm năm tuổi.  bạn còn được hiểu thêm về cuộc sống giản dị của người dân trong làng. Và bạn sẽ được người dân giới thiệu về quy trình để tạo ra được một một chiếc chiếu truyền thống, từ thu hoạch chế biến cói cho tới khâu thành phẩm. Những trải nghiệm này sẽ là một kỷ niệm khó quên cho chuyến đi của bạn.",4,http://surl.li/hglflh
116,Hồ Núi Cốc,Thái Nguyên,"Du khách có thể trải nghiệm ngồi thuyền thúng, khám phá động Thế giới Cổ tích và Âm phủ, động Ba Cây Thông, tham quan quần thể Thuyết Nhân Quả - Chùa Thiêng Thác Vàng, ngôi chùa nằm trong lòng Phật lớn nhất miền Bắc được ghi nhận kỷ lục Guniess.",4.5,http://surl.li/uizspq
117,Đồi chè Tân Cương,Thái Nguyên,"Một trong những địa điểm du lịch Thái Nguyên nổi tiếng chắc chắn không thể quên kể đến đó chính là đồi chè Tân Cương. Đây là một địa điểm thu hút sự quan tâm từ đông đảo khách du lịch nhờ vào cảnh quan thiên nhiên tuyệt đẹp, được bao phủ bởi một sắc xanh mát lạnh. Bất cứ ai đến đồi chè Tân Cương du lịch cũng đều có thể cảm nhận được sự tươi mới từ sâu trong tâm hồn, giúp bạn cảm thấy dễ chịu hơn bao giờ hết.",4.5,http://surl.li/hdpzzj
118,Hồ Mai Miếu,Thái Nguyên,"nơi đây vốn được ví như một bức tranh thủy mặc vô cùng ấn tượng với khung cảnh núi non hữu tình khiến lòng người say đắm. Hồ Văn Miếu nổi bật với mặt hồ rộng, nước hồ trong veo kết hợp với cảnh quan kì vĩ xung quanh đã tạo nên một khung cảnh thơ mộng hấp dẫn hơn bao giờ hết. Cũng chỉ vì chưa được tập trung khai thác du lịch mạnh mẽ mà hồ Vai Miếu đã giữ được vẹn nguyên nét đẹp hoang sơ và trữ tình khiến nhiều người say mê.",3.5,http://surl.li/jnxjfw
119,Động Linh Sơn,Thái Nguyên,"Động Linh Sơn tỉnh Thái Nguyên có diện tích rộng rãi, vào mùa hè rất mát mẻ và mùa đông sẽ ấm áp vô cùng. Động nằm tại khu vực lưng chừng núi đá rộng lớn nên đã được người dân nơi đây lựa chọn xây dựng chùa thờ Phật. Cứ vào các ngày rằm, mùng một, người dân từ Thái Nguyên và nhiều tỉnh thành lân cận khác đều sẽ đến đây dâng hương lễ Phật rất náo nhiệt.",4,http://surl.li/xogioj
120,Thác Đát Đắng,Thái Nguyên,"bạn sẽ có cảm giác hệt như đang lạc bước vào một không gian mới mẻ, được tránh xa hoàn toàn sự xô bồ và náo nhiệt nơi phố thị. Cảnh núi rừng hùng vĩ, dòng nước xanh trong mát lành chính là những thứ ấn tượng khiến bạn có cảm giác thật sự thư giãn và mong muốn được tận hưởng sự yên bình hiếm thấy này mãi không thôi.",4,http://surl.li/mxojry
121,Suối Hiêu,Thanh Hóa,"Nằm giữa khu rừng xanh mướt và những cánh đồng lúa bình yên, suối Hiêu cứ như thế mà yên ả chảy ríu rít ngày ngày để mang đến một địa điểm check-in Thanh Hóa vô cùng thơ mộng. Như một đóa hồng có gai, suối mang vẻ đẹp quyến rũ đến nao lòng nhưng lại có khả năng hóa đá tạm thời những gì rơi xuống bởi hàm lượng vôi rất cao.",4,http://surl.li/fpkeqm
122,Ruộng bậc thang Pù Luông,Thanh Hóa,"Đến Thanh Hóa mà không đặt chân đến các đến các ruộng bậc thang Pù Luông để check-in thì thật là một thiếu sót to lớn. Ruộng bậc thang Pù Luông vừa là niềm tự hào của nhân dân ta, vừa là địa điểm check-in Thanh Hóa siêu hot",4.7,http://surl.li/zkyyiq
123,Suối cá Thần Cẩm Thủy,Thanh Hóa,"Suối cá Thần là địa điểm gắn liền với tín ngưỡng của người dân tộc Mường, bởi nơi đây có lượng sinh sống đặc biệt dày đặc. Hiện nay, suối cá cũng đã trở thành một trong những địa điểm check-in Thanh Hóa độc đáo và nổi tiếng mà bạn có thể thêm vào lịch trình của mình nhé.",4.5,http://surl.li/bvriuv
124,Vường quốc gia Bến En,Thanh Hóa,"là nơi sinh sống của nhiều loài động thực vật quý hiếm có thể kể đến lim xanh, bù hương, chò chỉ… gấu ngựa, phượng hoàng đất…Vườn Quốc gia Bến En được ví như lá phổi xanh xanh của Thanh Hóa bởi những cánh rừng xanh bất tận. Và xen lẫn vào màu xanh ấy là những hang động, dải núi đá cao gập ghềnh đã tạo nên những địa điểm check-in Thanh Hóa độc đáo và đĩnh đạc nhất.",4,http://surl.li/jewolc
125,Động Từ Thức,Thanh Hóa,Đào và được tạo thành từ muôn vàn hình dạng nhũ đá. Sâu bên trong động còn có một hồ nước nhỏ tạo nên một bức tranh vô cùng thơ mộng.,4,http://surl.li/wbpxdd
126,Đại Nội Huế,Thừa Thiên Huế,"Nằm ở bờ Bắc của dòng sông Hương thơ mộng trữ tình, Đại Nội Huế với kiến trúc nghệ thuật cung đình và vườn hào độc đáo. Cũng là trung tâm hành chính, chính trị của triều đình nhà Nguyễn và nơi sinh hoạt của nhà vua hoàng gia ngày xưa.",4.9,http://surl.li/hwchra
127,Chùa Thiên Mụ,Thừa Thiên Huế,"Ngôi chùa này là điểm tham quan Huế nổi tiếng và không thể thiếu trong mọi hành trình đến khám phá Huế của du khách.Cách trung tâm thành phố Huế khoảng 5km về phía Tây, với một tên gọi khác là chùa Linh Mụ, chùa nằm trên đồi Hà Khê, nhìn xuống dòng Hương thơ mộng. Ngôi chùa mang vẻ đẹp cổ kính lâu đời với những khuông viên rộng rãi,khung cảnh thanh tịnh và đặc biệt hình tháp Phước Duyên 7 tầng tại sân trước của chùa được xem là biểu tượng đặc trưng cho thành phố Huế",4.5,http://surl.li/erxdid
128,Lăng Khải Định,Thừa Thiên Huế,"Nhắc đến Huế người ta không khỏi đề cập đến lăng tẩm thời Nguyễn. Tour du lịch của bạn sẽ thú vị hơn, nếu đừng chân ghé thăm điểm đến Lăng Khải Định. Du khách sẽ được chiêm ngưỡng đỉnh cao nghệ thuật tạo hình sành sứ và thủy tinh rất tinh xảo của bàn tay nghệ nhân thời xưa qua, bởi lẽ. Có thể nói lăng Khải Định là một công trình kết hợp độc đáo giữa kiến trúc Đông – Tây tinh xảo.",4.5,http://surl.li/wavyrq
129,Lăng Minh Mạng,Thừa Thiên Huế,"Lăng Minh Mạng còn gọi là Hiếu Lăng, nằm trên núi Cẩm Khê, gần ngã ba Bằng Lãng là nơi hội lưu của hai dòng Hữu Trạch và Tả Trạch hợp thành sông Hương, cách cố đô Huế 12 km. Lăng Minh Mạng được xây dựng từ năm 1840 đến năm 1843 thì hoàn thành, huy động tới mười nghìn thợ và lính.",5,http://surl.li/pkhszj
130,Cầu Tràng Tiền,Thừa Thiên Huế,Một trong những chiếc cầu lâu đời tại Huế và trở thành biểu tượng du lịch của Huế không ai khác chính là cầu Tràng Tiền bắc qua sông Hương thơ mộng cũng là một “nàng thơ” kiều diễm của không ít văn nghệ sĩ trong nước.,4.5,http://surl.li/cduiat
131,Biển Tân Thành,Tiền Giang,"với làn nước trong xanh và bãi cát trắng, biển Tân Thành sở hữu vẻ đẹp rất riêng với bãi cát đen dài hơn 7km. Dọc theo bãi biển là cầu cảng màu xanh lam đặc trưng và các khu lưới người dân dựng lên để đánh bắt cá, nghêu…

",3.5,http://surl.li/rvmwpj
132,Cầu Mỹ Thuận,Tiền Giang,"Sau 03 năm thi công, cầu Mỹ Thuận được khánh thành vào năm 2000 và là cây cầu dây văng đầu tiên tại Việt Nam. Với kiến trúc đồ sộ, độc đáo, cây cầu đã trở thành địa điểm check-in của bao thế hệ. Dù bạn di chuyển bằng xe máy hay ô tô thì cũng đều có thể sắp xếp lịch trình đi ngang đây và chiêm ngưỡng vẻ đẹp của cây cầu. Đặc biệt, khi màn đêm buông xuống thì cầu sẽ trở nên nổi bật hơn với hệ thống đèn chiếu sáng và trang trí đấy!

",4.5,http://surl.li/dtzopp
133,Nhà Thờ Cái Bè,Tiền Giang,"Sở hữu nét kiến trúc Roman đặc trưng, nhà thờ Cái Bè không những đóng vai trò quan trọng trong đời sống tôn giáo của người dân nơi đây mà còn là địa điểm tham quan hấp dẫn ở Tiền Giang. Điểm nổi bật nhất của nhà thờ Cái Bè là tháp chuông được xem là cao nhất khu vực Đồng bằng Sông Cửu Long. Ngoài ra, chính diện nhà thờ hướng ra ngã ba sông Cái Bè tựa như đang ôm trọn đất trời. Khuôn viên được bố trí nhiều cây xanh, mang đến cảnh quan đẹp mắt",4,http://surl.li/noizrb
134,Chùa Linh Thứu,Tiền Giang,"Đây là một trong những ngôi chùa có lịch sử lâu đời nhất tại tỉnh Tiền Giang. Đặc biệt hơn, nơi này gắn liền với câu chuyện thoát chết của vua Gia Long được lưu truyền qua nhiều thế hệ. Đây là một trong những ngôi chùa có lịch sử lâu đời nhất tại tỉnh Tiền Giang. Đặc biệt hơn, nơi này gắn liền với câu chuyện thoát chết của vua Gia Long được lưu truyền qua nhiều thế hệ.",4,http://surl.li/cdhewg
135,Nhà thờ Thánh Tòa ,Tiền Giang,"Nhà thờ tọa lạc tại số 32 đường Hùng Vương, P.7, TP. Mỹ Tho. Có tuổi đời hơn 100 năm và trải qua nhiều lần trùng tu nhưng nhà thờ chánh tòa Tiền Giang vẫn giữ được nét đẹp cổ kính với những họa tiết tinh xảo và lối kiến trúc Hy Lạp phục hưng đặc trưng.",4.5,http://surl.li/migylg
136,Chợ Bến Thành,TP. Hồ Chí Minh,"Đây là một trong những địa điểm du lịch Thành phố Hồ Chí Minh nổi tiếng nhất nằm ngay trung tâm thành phố và luôn tấp nập người ra vào mua bán, du khách check in mỗi ngày. Chợ Bến Thành buôn bán tất tần tật những mặt hàng từ thực phẩm, vải vóc, quần áo, đồ gia dụng, đặc sản Sài Gòn,… và quan trọng là khu ẩm thực cực kỳ hấp dẫn ở chợ và những góc check in ấn tượng sẽ làm bạn luôn muốn lưu lại nơi đây thật lâu.",4.5,http://surl.li/xyzzzd
137,Dinh Đọc Lập,TP. Hồ Chí Minh,"Nơi đây đã được công nhận là 1 trong 10 di tích quốc gia đặc biệt của Việt Nam vào năm 2009. Dinh Độc Lập là nơi trưng bày và lưu giữ những hình ảnh, hiện vật giá trị từ những năm của thế kỷ 19 theo từng chủ đề khác nhau. Đặc biệt nơi đây vẫn còn giữ nguyên nội thất của những căn phòng quan trọng như phòng khánh tiết, phòng nội các,....",5,http://surl.li/okcots
138,Nhà thờ Đức Bà,TP. Hồ Chí Minh,"Cũng nằm ngay trung tâm quận 1, nhà thờ Đức Bà là địa điểm du lịch thành phố Hồ Chí Minh mà bạn nhất định phải ghé đến. Nhà thờ Đức Bà là một công trình kiến trúc độc đáo mang đậm phong cách Châu Âu, là nơi sinh hoạt và tổ chức các buổi Thánh lễ cho những người theo đạo Công giáo ở Sài Thành.",4.8,http://surl.li/elnblm
139,Bảo tàng lịch sử Việt Nam,TP. Hồ Chí Minh,"Bảo tàng lịch sử Việt Nam được xây dựng và hoạt động từ những năm đầu thế kỷ 20, là nơi lưu giữ và bảo tồn những hình ảnh, cổ vật từ thuở sơ khai đến nay. Bảo tàng lịch sử Việt Nam thu hút phần lớn những du khách yêu lịch sử và kiến trúc pha trộn giữa 2 phong cách Á – Âu độc đáo.",4.5,http://surl.li/tvoyhe
140,Địa đạo Củ Chi,TP. Hồ Chí Minh,"Nơi đây là di tích quốc gia đặc biệt, gắn liền với lịch sử chiến tranh Việt Nam, từng là căn cứ địa quan trọng và cũng là nơi sinh hoạt chung bao gồm bệnh xá, nhà bếp, nơi làm việc,… của quân đội ta trong cuộc kháng chiến chống quân xâm lược, giành lại toàn vẹn lãnh thổ. Bên cạnh đó, bên trong địa đạo Củ Chi còn tái hiện tại cuộc sống của họ qua những qua những mô hình người và vật rất chân thật, ấn tượng. Nơi đây là một trong những điểm đến hấp dẫn của những tour Hồ Chí Minh mà bạn không nên bỏ qua trong chuyến đi của mình.",4.5,http://surl.li/ebxvcg
141,Rừng Tràm Trà Sư ,An Giang ,Khu rừng tràm đẹp nhất và nổi tiếng nhất Việt Nam,"4,4",https://s.net.vn/PSFP
142,Hồ Soài So,An Giang ,Hồ nước nhân tạo lớn nhất An Giang,4.3,https://s.net.vn/zMn6
143,Chùa Lầu,An Giang ,Là một ngôi chùa đã có lịch sử hơn 130 năm,4.7,https://s.net.vn/pPll
144,Miếu Bà Chúa Xứ,An Giang ,Miếu Bà Chúa Xứ là một trong những địa điểm tâm linh nổi tiếng nhất An Giang,4.3,https://s.net.vn/r9Yr
145,Thiền Viện Trúc Lâm,An Giang ,Là một điểm đến tâm linh và du lịch vô cùng hấp dẫn ở miền Tây,4.7,https://s.net.vn/0Cyg
146,Núi Dinh Vũng Tàu,Bà Rịa - Vũng Tàu,"Núi Dinh nổi bật với những vách đá dựng đứng, tạo nên một bức tranh thiên nhiên hùng vĩ",4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQK5hQDfkci2z3IWc-qBxtVU6KPcIMwYRc7lQ&s
147,Bãi Sau ,Bà Rịa - Vũng Tàu,Bãi Sau được biết đến là một trong những bãi biển đẹp và lớn nhất Việt Nam,4.3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7KnCQZ8kVAgofoujsywHu0xyF-NBMyfHidA&s
148,Hồ Tràm ,Bà Rịa - Vũng Tàu,Là một trong những bãi biển đẹp nhất khu vực miền Nam,4.3,https://vcdn1-dulich.vnecdn.net/2024/09/19/cau-Ho-Tram-5872-1726743933.jpg?w=460&h=0&q=100&dpr=2&fit=crop&s=ga2oqi-VuSpZfMneC_YG6Q
149,Suối Ồ ,Bà Rịa - Vũng Tàu,"Nơi đây nổi tiếng với vẻ đẹp hiếm có, vừa có suối nước ngọt, vừa có bãi biển nước mặn giao hòa trong cùng một khu vực.",3.5,https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/10_2022/suoi-o-an-giang.jpg
150,Côn Đảo Vũng Tàu,Bà Rịa - Vũng Tàu,"Là một quần đảo nổi tiếng với vẻ đẹp thiên nhiên hoang sơ, mà còn mang đậm dấu ấn lịch sử với các di tích gắn liền thời kỳ chiến tranh.",4.6,https://condao.com.vn/uploads/news/2023_03/toan-canh-thi-tran-con-dao_1.jpg
151,Chùa cổ Bồ Đà ,Bắc Giang,Là một trong những ngôi chùa cổ nổi tiếng và đặc sắc nhất vùng Kinh Bắc,4.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRS1BhO9oORxURb02dkvJIwVfm1Fy4TQFzJdg&s
152,Thác Thùm Thùm ,Bắc Giang,Là một điểm đến hoang sơ và tuyệt đẹp giữa lòng thiên nhiên,4.6,https://nld.mediacdn.vn/S5KKUQrkCvT6Eb8lVn0QdkQXCW1U7p/Image/2012/11/thacThumthum_38879.jpg
153,Hồ Cấm Sơn,Bắc Giang,Là một trong những hồ nước ngọt lớn nhất miền Bắc Việt Nam,4.3,https://ik.imagekit.io/tvlk/blog/2023/09/Ho-Cam-Son-2.png?tr=c-at_max?tr=c-at_max
154,Đền Trung,Bắc Giang,Đây là một trong ba ngôi đền chính thờ các vua Hùng và gắn liền với truyền thuyết dựng nước của dân tộc Việt Nam,4.2,https://static.vinwonders.com/production/den-trung-ba-vi-6.jpg
155,Hồ Khuôn Thần,Bắc Giang,Là một điểm đến lý tưởng với vẻ đẹp thiên nhiên thơ mộng và không khí trong lành,4.8,https://media.mybacgiang.vn/resources/portal//Images/BGG/annn.bgg/%C4%90%E1%BB%8Ba%20%C4%91i%E1%BB%83m/H%E1%BB%93%20Khu%C3%B4n%20Th%E1%BA%A7n/136958118051a2267c8942b_636828172277177207.jpg
156,Hồ Ba Bể      ,Bắc Kạn,Hồ Ba Bể là hồ nước ngọt lớn nhất Việt Nam,4.7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQrQ6YAFJJdX2oBI1bRf6xLlQoBezJNbvWUyw&s
157,Động Puông,Bắc Kạn,Là một hang động đẹp với những thạch nhũ kỳ vĩ,4.9,https://backan.gov.vn/SiteCollectionDocuments/Dong-Puong--3B7-34c8aefd0a9f.jpg
158,Thác Đầu Đẳng,Bắc Kạn,Đây là địa điểm du lịch sinh thái lý tưởng.,4.3,"https://ik.imagekit.io/tvlk/blog/2022/10/thac-dau-dang-1.jpg?tr=dpr-2,w-675"
159,Bản Pác Ngòi,Bắc Kạn,"Đây là một bản làng của người Tày, nổi bật với nét văn hóa truyền thống",4.6,"https://ik.imagekit.io/tvlk/blog/2023/11/ban-pac-ngoi-2.jpg?tr=dpr-2,w-675"
160,Động Nàng Tiên,Bắc Kạn,"Đây là một hang động kỳ vĩ với thạch nhũ hình dạng đa dạng, gắn liền với truyền thuyết về nàng tiên xinh đẹp.",4.2,"https://ik.imagekit.io/tvlk/blog/2023/11/dong-nang-tien-4.png?tr=dpr-2,w-675"
161,Chùa Quan Đế      ,Bạc Liêu,"Là một ngôi chùa cổ kính, thờ Quan Công – một vị tướng nổi tiếng trong lịch sử Trung Quốc",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3TOKOlNtvhExvWc2nlN8dZ6yeyH9KKd1kPw&s
162,Biển Bạc Liêu,Bạc Liêu,"Biển Bạc Liêu có bờ biển dài, là một điểm đến du lịch nghỉ dưỡng tuyệt vời tại miền Tây Nam Bộ",3.3,https://mia.vn/media/uploads/blog-du-lich/bien-bac-lieu-dep-1699487868.jpg
163,Cây Xoài Cổ Thụ,Bạc Liêu,"Đây là cây xoài lớn tuổi, được xem là biểu tượng của sự trường thọ và thịnh vượng.",4.4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdKmG6YklkV9Ez1d2Dl2jpE5oJ02SO6vT6gw&s
164,Nhà Công tử Bạc Liêu,Bạc Liêu,"Ngôi nhà này từng là nơi sinh sống của công tử Bạc Liêu, một nhân vật nổi tiếng trong lịch sử.",4.3,"https://ik.imagekit.io/tvlk/blog/2023/03/nha-cong-tu-bac-lieu-1.jpg?tr=dpr-2,w-675"
165,Đồng Hồ Thái Dương,Bạc Liêu,"Đồng Hồ Thái Dương là một công trình kiến trúc đặc biệt tại Hà Nội, mang ý nghĩa biểu tượng về thời gian và vũ trụ.",4.8,https://filedltpbl.baclieu.gov.vn//Upload/NewsImage/R637964323666900687.png
166,Chùa Phật Tích    ,Bắc Ninh,"Đây là một trong những ngôi chùa cổ, gắn liền với lịch sử Phật giáo Việt Nam.",4.3,https://owa.bestprice.vn/images/destinations/uploads/chua-phat-tich-600fc98393ec1.jpg
167,Chùa Bút Tháp,Bắc Ninh,"Chùa Bút Tháp nằm ở Bắc Ninh, là một ngôi chùa nổi tiếng với kiến trúc độc đáo và tượng Phật Bà Quan Âm.",4.6,https://bacninh.gov.vn/documents/135051/27556595/Butthap1.jpg/715b96c9-a9ab-43b6-ae18-8f7424283cf0?t=1599724975786
168,Làng tranh Đông Hồ,Bắc Ninh,"Làng tranh Đông Hồ ở Bắc Ninh là nơi sản xuất tranh dân gian nổi tiếng, với những bức tranh phản ánh đời sống nông thôn Việt Nam.",4.9,https://gaohouse.vn/wp-content/uploads/2024/07/lang-tranh-dong-ho.jpg
